rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
17,Colombia,COL,58.0,58.0,-7.0,CONMEBOL,1998-07-15
10,Colombia,COL,58.0,58.0,3.0,CONMEBOL,1998-05-20
13,Colombia,COL,58.0,58.0,4.0,CONMEBOL,1998-04-22
17,Colombia,COL,58.0,58.0,-2.0,CONMEBOL,1998-03-18
15,Colombia,COL,58.0,59.0,-5.0,CONMEBOL,1998-02-18
10,Colombia,COL,59.0,60.0,-1.0,CONMEBOL,1997-12-23
9,Colombia,COL,60.0,60.0,2.0,CONMEBOL,1997-11-19
11,Colombia,COL,60.0,60.0,-2.0,CONMEBOL,1997-10-17
9,Colombia,COL,60.0,59.0,1.0,CONMEBOL,1997-09-17
10,Colombia,COL,59.0,58.0,2.0,CONMEBOL,1997-08-20
12,Colombia,COL,58.0,58.0,1.0,CONMEBOL,1997-07-16
13,Colombia,COL,58.0,58.0,-2.0,CONMEBOL,1997-06-18
11,Colombia,COL,58.0,60.0,-3.0,CONMEBOL,1997-05-14
8,Colombia,COL,60.0,61.0,-3.0,CONMEBOL,1997-04-09
5,Colombia,COL,61.0,61.0,-1.0,CONMEBOL,1997-02-27
4,Colombia,COL,61.0,60.0,3.0,CONMEBOL,1996-12-18
7,Colombia,COL,60.0,59.0,1.0,CONMEBOL,1996-11-20
8,Colombia,COL,59.0,58.0,3.0,CONMEBOL,1996-10-23
11,Colombia,COL,58.0,55.0,0.0,CONMEBOL,1996-09-25
11,Colombia,COL,55.0,56.0,1.0,CONMEBOL,1996-08-28
12,Colombia,COL,56.0,56.0,-3.0,CONMEBOL,1996-07-03
9,Colombia,COL,56.0,55.0,0.0,CONMEBOL,1996-05-22
9,Colombia,COL,55.0,52.0,10.0,CONMEBOL,1996-04-24
19,Colombia,COL,52.0,53.0,-2.0,CONMEBOL,1996-02-21
17,Colombia,COL,53.0,53.0,-2.0,CONMEBOL,1996-01-24
15,Colombia,COL,53.0,53.0,2.0,CONMEBOL,1995-12-19
17,Colombia,COL,53.0,54.0,-2.0,CONMEBOL,1995-11-21
15,Colombia,COL,54.0,53.0,0.0,CONMEBOL,1995-10-17
15,Colombia,COL,53.0,54.0,-2.0,CONMEBOL,1995-09-19
13,Colombia,COL,54.0,54.0,-1.0,CONMEBOL,1995-08-22
12,Colombia,COL,54.0,47.0,11.0,CONMEBOL,1995-07-25
23,Colombia,COL,47.0,50.0,-4.0,CONMEBOL,1995-06-13
19,Colombia,COL,50.0,52.0,-3.0,CONMEBOL,1995-05-16
16,Colombia,COL,52.0,53.0,0.0,CONMEBOL,1995-04-19
16,Colombia,COL,53.0,53.0,1.0,CONMEBOL,1995-02-20
17,Colombia,COL,53.0,53.0,-2.0,CONMEBOL,1994-12-20
15,Colombia,COL,53.0,53.0,0.0,CONMEBOL,1994-11-22
15,Colombia,COL,53.0,53.0,0.0,CONMEBOL,1994-10-25
15,Colombia,COL,53.0,53.0,2.0,CONMEBOL,1994-09-13
17,Colombia,COL,53.0,51.0,0.0,CONMEBOL,1994-07-21
17,Colombia,COL,51.0,50.0,1.0,CONMEBOL,1994-06-14
18,Colombia,COL,50.0,49.0,2.0,CONMEBOL,1994-05-17
20,Colombia,COL,49.0,49.0,0.0,CONMEBOL,1994-04-19
20,Colombia,COL,49.0,49.0,0.0,CONMEBOL,1994-03-15
20,Colombia,COL,49.0,48.0,1.0,CONMEBOL,1994-02-15
21,Colombia,COL,48.0,49.0,0.0,CONMEBOL,1993-12-23
21,Colombia,COL,49.0,49.0,-2.0,CONMEBOL,1993-11-19
19,Colombia,COL,49.0,50.0,0.0,CONMEBOL,1993-10-22
19,Colombia,COL,50.0,48.0,0.0,CONMEBOL,1993-09-23
19,Colombia,COL,48.0,36.0,16.0,CONMEBOL,1993-08-08
35,Colombia,COL,36.0,0.0,,CONMEBOL,1992-12-31
4,England,ENG,1825.97,1834.12,0.0,UEFA,2026-04-01
4,England,ENG,1834.12,1834.12,0.0,UEFA,2026-01-19
4,England,ENG,1834.12,1834.12,0.0,UEFA,2025-12-22
4,England,ENG,1834.12,1824.3,0.0,UEFA,2025-11-19
4,England,ENG,1824.3,1820.44,0.0,UEFA,2025-10-17
4,England,ENG,1820.44,1813.32,0.0,UEFA,2025-09-18
4,England,ENG,1813.32,1819.2,0.0,UEFA,2025-07-10
4,England,ENG,1819.2,1813.81,0.0,UEFA,2025-04-03
4,England,ENG,1813.81,1813.81,0.0,UEFA,2024-12-19
4,England,ENG,1813.81,1807.83,0.0,UEFA,2024-11-28
4,England,ENG,1807.83,1817.28,0.0,UEFA,2024-10-24
4,England,ENG,1817.28,1812.26,0.0,UEFA,2024-09-19
4,England,ENG,1812.26,1787.88,1.0,UEFA,2024-07-18
5,England,ENG,1787.88,1794.9,-1.0,UEFA,2024-06-20
4,England,ENG,1794.9,1800.05,-1.0,UEFA,2024-04-04
3,England,ENG,1800.05,1800.05,0.0,UEFA,2024-02-15
3,England,ENG,1800.05,1800.05,0.0,UEFA,2023-12-21
3,England,ENG,1800.05,1807.88,1.0,UEFA,2023-11-30
4,England,ENG,1807.88,1794.34,0.0,UEFA,2023-10-26
4,England,ENG,1794.34,1797.39,0.0,UEFA,2023-09-21
4,England,ENG,1797.39,1797.39,0.0,UEFA,2023-07-20
4,England,ENG,1797.39,1792.43,1.0,UEFA,2023-06-29
5,England,ENG,1792.43,1774.19,0.0,UEFA,2023-04-06
5,England,ENG,1774.19,1728.47,0.0,UEFA,2022-12-22
5,England,ENG,1728.47,1737.46,0.0,UEFA,2022-10-06
5,England,ENG,1737.46,1737.46,0.0,UEFA,2022-08-25
5,England,ENG,1737.46,1761.71,0.0,UEFA,2022-06-23
5,England,ENG,1761.71,1755.52,0.0,UEFA,2022-03-31
5,England,ENG,1755.52,1755.52,-1.0,UEFA,2022-02-10
4,England,ENG,1755.52,1755.52,0.0,UEFA,2021-12-23
4,England,ENG,1755.52,1750.16,1.0,UEFA,2021-11-19
5,England,ENG,1750.16,1755.44,-2.0,UEFA,2021-10-21
3,England,ENG,1755.44,1752.83,1.0,UEFA,2021-09-16
4,England,ENG,1752.83,1686.78,0.0,UEFA,2021-08-12
4,England,ENG,1686.78,1686.78,0.0,UEFA,2021-05-27
4,England,ENG,1686.78,1670.0,0.0,UEFA,2021-04-07
4,England,ENG,1670.0,1670.0,0.0,UEFA,2021-02-18
4,England,ENG,1670.0,1670.0,0.0,UEFA,2020-12-10
4,England,ENG,1670.0,1669.0,0.0,UEFA,2020-11-27
4,England,ENG,1669.0,1664.0,0.0,UEFA,2020-10-22
4,England,ENG,1664.0,1661.0,0.0,UEFA,2020-09-17
4,England,ENG,1661.0,1661.0,0.0,UEFA,2020-07-16
4,England,ENG,1661.0,1661.0,0.0,UEFA,2020-06-11
4,England,ENG,1661.0,1661.0,0.0,UEFA,2020-04-09
4,England,ENG,1661.0,1661.0,0.0,UEFA,2020-02-20
4,England,ENG,1661.0,1661.0,0.0,UEFA,2019-12-19
4,England,ENG,1661.0,1651.0,0.0,UEFA,2019-11-27
4,England,ENG,1651.0,1662.0,0.0,UEFA,2019-10-24
4,England,ENG,1662.0,1652.0,0.0,UEFA,2019-10-13
4,England,ENG,1652.0,1652.0,0.0,UEFA,2019-07-25
4,England,ENG,1652.0,1647.0,0.0,UEFA,2019-06-14
4,England,ENG,1647.0,1631.0,1.0,UEFA,2019-04-04
5,England,ENG,1631.0,1631.0,0.0,UEFA,2019-02-07
5,England,ENG,1631.0,1631.0,0.0,UEFA,2018-12-20
5,England,ENG,1631.0,1619.0,0.0,UEFA,2018-11-29
5,England,ENG,1619.0,1612.0,1.0,UEFA,2018-10-25
6,England,ENG,1612.0,1615.0,0.0,UEFA,2018-09-20
6,England,ENG,1615.0,1556.0,6.0,UEFA,2018-08-16
7,England,ENG,2099.0,2074.0,2.0,UEFA,2018-07-01
12,England,ENG,1051.0,1040.0,1.0,UEFA,2018-06-07
13,England,ENG,1040.0,1040.0,0.0,UEFA,2018-05-17
13,England,ENG,1040.0,1047.0,3.0,UEFA,2018-04-12
16,England,ENG,1047.0,1047.0,0.0,UEFA,2018-03-15
16,England,ENG,1047.0,1047.0,0.0,UEFA,2018-02-15
16,England,ENG,1047.0,1047.0,-1.0,UEFA,2018-01-18
15,England,ENG,1047.0,1047.0,0.0,UEFA,2017-12-21
15,England,ENG,1047.0,1116.0,-3.0,UEFA,2017-11-23
12,England,ENG,1116.0,1056.0,3.0,UEFA,2017-10-16
15,England,ENG,1056.0,1051.0,-2.0,UEFA,2017-09-14
13,England,ENG,1051.0,1051.0,0.0,UEFA,2017-08-10
13,England,ENG,1051.0,1119.0,0.0,UEFA,2017-07-06
13,England,ENG,1119.0,1103.0,1.0,UEFA,2017-06-01
14,England,ENG,1103.0,1103.0,0.0,UEFA,2017-05-04
14,England,ENG,1103.0,1114.0,0.0,UEFA,2017-04-06
14,England,ENG,1114.0,1113.0,-1.0,UEFA,2017-03-09
13,England,ENG,1113.0,1114.0,0.0,UEFA,2017-02-09
13,England,ENG,1114.0,1114.0,0.0,UEFA,2017-01-12
13,England,ENG,1114.0,1114.0,0.0,UEFA,2016-12-22
13,England,ENG,1114.0,1090.0,-1.0,UEFA,2016-11-24
12,England,ENG,1090.0,1130.0,0.0,UEFA,2016-10-20
12,England,ENG,1130.0,1107.0,1.0,UEFA,2016-09-15
13,England,ENG,1107.0,1107.0,0.0,UEFA,2016-08-11
13,England,ENG,1107.0,1069.0,-2.0,UEFA,2016-07-14
11,England,ENG,1069.0,1069.0,-1.0,UEFA,2016-06-02
10,England,ENG,1069.0,1069.0,0.0,UEFA,2016-05-05
10,England,ENG,1069.0,1112.0,-1.0,UEFA,2016-04-07
9,England,ENG,1112.0,1106.0,0.0,UEFA,2016-03-03
9,England,ENG,1106.0,1106.0,0.0,UEFA,2016-02-04
9,England,ENG,1106.0,1106.0,0.0,UEFA,2016-01-07
9,England,ENG,1106.0,1179.0,0.0,UEFA,2015-12-03
9,England,ENG,1179.0,1161.0,1.0,UEFA,2015-11-05
10,England,ENG,1161.0,1143.0,0.0,UEFA,2015-10-01
10,England,ENG,1143.0,1157.0,-2.0,UEFA,2015-09-03
8,England,ENG,1157.0,1157.0,1.0,UEFA,2015-08-06
9,England,ENG,1157.0,1051.0,6.0,UEFA,2015-07-09
15,England,ENG,1051.0,1030.0,-1.0,UEFA,2015-06-04
14,England,ENG,1030.0,1030.0,0.0,UEFA,2015-05-07
14,England,ENG,1030.0,1031.0,3.0,UEFA,2015-04-09
17,England,ENG,1031.0,1028.0,-2.0,UEFA,2015-03-12
15,England,ENG,1028.0,1032.0,-2.0,UEFA,2015-02-12
13,England,ENG,1032.0,1032.0,0.0,UEFA,2015-01-08
13,England,ENG,1032.0,1032.0,0.0,UEFA,2014-12-18
13,England,ENG,1032.0,919.0,7.0,UEFA,2014-11-27
20,England,ENG,919.0,935.0,-2.0,UEFA,2014-10-23
18,England,ENG,935.0,915.0,2.0,UEFA,2014-09-18
20,England,ENG,915.0,911.0,0.0,UEFA,2014-08-14
20,England,ENG,911.0,1090.0,-10.0,UEFA,2014-07-17
10,England,ENG,1090.0,1043.0,1.0,UEFA,2014-06-05
11,England,ENG,1043.0,1043.0,0.0,UEFA,2014-05-08
11,England,ENG,1043.0,1045.0,1.0,UEFA,2014-04-10
12,England,ENG,1045.0,1032.0,3.0,UEFA,2014-03-13
15,England,ENG,1032.0,1041.0,-2.0,UEFA,2014-02-13
13,England,ENG,1041.0,1041.0,0.0,UEFA,2014-01-16
13,England,ENG,1041.0,1041.0,0.0,UEFA,2013-12-19
13,England,ENG,1041.0,1080.0,-3.0,UEFA,2013-11-28
10,England,ENG,1080.0,947.0,7.0,UEFA,2013-10-17
17,England,ENG,947.0,994.0,-3.0,UEFA,2013-09-12
14,England,ENG,994.0,994.0,1.0,UEFA,2013-08-08
15,England,ENG,994.0,1095.0,-6.0,UEFA,2013-07-04
9,England,ENG,1095.0,1135.0,-2.0,UEFA,2013-06-06
7,England,ENG,1135.0,1135.0,0.0,UEFA,2013-05-09
7,England,ENG,1135.0,1174.0,-3.0,UEFA,2013-04-11
4,England,ENG,1174.0,1160.0,0.0,UEFA,2013-03-14
4,England,ENG,1160.0,1151.0,2.0,UEFA,2013-02-14
6,England,ENG,1151.0,1151.0,0.0,UEFA,2013-01-17
6,England,ENG,1151.0,1167.0,0.0,UEFA,2012-12-19
6,England,ENG,1167.0,1196.0,-1.0,UEFA,2012-11-07
5,England,ENG,1196.0,1274.0,-2.0,UEFA,2012-10-03
3,England,ENG,1274.0,1294.0,0.0,UEFA,2012-09-05
3,England,ENG,1294.0,1294.0,1.0,UEFA,2012-08-08
4,England,ENG,1294.0,1145.0,2.0,UEFA,2012-07-04
6,England,ENG,1145.0,1132.0,1.0,UEFA,2012-06-06
7,England,ENG,1132.0,1132.0,0.0,UEFA,2012-05-09
7,England,ENG,1132.0,1121.0,-1.0,UEFA,2012-04-11
6,England,ENG,1121.0,1179.0,-1.0,UEFA,2012-03-07
5,England,ENG,1179.0,1173.0,0.0,UEFA,2012-02-15
5,England,ENG,1173.0,1173.0,0.0,UEFA,2012-01-18
5,England,ENG,1173.0,1173.0,0.0,UEFA,2011-12-21
5,England,ENG,1173.0,1101.0,2.0,UEFA,2011-11-23
7,England,ENG,1101.0,1089.0,1.0,UEFA,2011-10-19
8,England,ENG,1089.0,1177.0,-4.0,UEFA,2011-09-21
4,England,ENG,1177.0,1146.0,2.0,UEFA,2011-08-24
6,England,ENG,1146.0,1146.0,-2.0,UEFA,2011-07-27
4,England,ENG,1146.0,1163.0,2.0,UEFA,2011-06-29
6,England,ENG,1163.0,1163.0,0.0,UEFA,2011-05-18
6,England,ENG,1163.0,1212.0,0.0,UEFA,2011-04-13
6,England,ENG,1212.0,1195.0,0.0,UEFA,2011-03-09
6,England,ENG,1195.0,1195.0,0.0,UEFA,2011-02-02
6,England,ENG,1195.0,1195.0,0.0,UEFA,2011-01-12
6,England,ENG,1195.0,1250.0,0.0,UEFA,2010-12-15
6,England,ENG,1250.0,1205.0,0.0,UEFA,2010-11-17
6,England,ENG,1205.0,1191.0,0.0,UEFA,2010-10-20
6,England,ENG,1191.0,1125.0,1.0,UEFA,2010-09-15
7,England,ENG,1125.0,1125.0,0.0,UEFA,2010-08-11
7,England,ENG,1125.0,1068.0,1.0,UEFA,2010-07-14
8,England,ENG,1068.0,1068.0,0.0,UEFA,2010-05-26
8,England,ENG,1068.0,1120.0,-1.0,UEFA,2010-04-28
7,England,ENG,1120.0,1109.0,1.0,UEFA,2010-03-31
8,England,ENG,1109.0,1076.0,1.0,UEFA,2010-03-03
9,England,ENG,1076.0,1076.0,0.0,UEFA,2010-02-03
9,England,ENG,1076.0,1063.0,0.0,UEFA,2009-12-16
9,England,ENG,1063.0,1101.0,-2.0,UEFA,2009-11-20
7,England,ENG,1101.0,1127.0,0.0,UEFA,2009-10-16
7,England,ENG,1127.0,1135.0,0.0,UEFA,2009-09-02
7,England,ENG,1135.0,1135.0,0.0,UEFA,2009-08-05
7,England,ENG,1135.0,1225.0,-1.0,UEFA,2009-07-01
6,England,ENG,1225.0,1173.0,1.0,UEFA,2009-06-03
7,England,ENG,1173.0,1173.0,0.0,UEFA,2009-05-06
7,England,ENG,1173.0,1083.0,2.0,UEFA,2009-04-08
9,England,ENG,1083.0,1136.0,-1.0,UEFA,2009-03-11
8,England,ENG,1136.0,1115.0,0.0,UEFA,2009-02-11
8,England,ENG,1115.0,1115.0,0.0,UEFA,2009-01-14
8,England,ENG,1115.0,1058.0,2.0,UEFA,2008-12-17
10,England,ENG,1058.0,982.0,4.0,UEFA,2008-11-12
14,England,ENG,982.0,991.0,1.0,UEFA,2008-10-08
15,England,ENG,991.0,1003.0,-1.0,UEFA,2008-09-03
14,England,ENG,1003.0,1003.0,1.0,UEFA,2008-08-06
15,England,ENG,1003.0,1123.0,-6.0,UEFA,2008-07-02
9,England,ENG,1123.0,1098.0,2.0,UEFA,2008-06-04
11,England,ENG,1098.0,1098.0,0.0,UEFA,2008-05-07
11,England,ENG,1098.0,1142.0,0.0,UEFA,2008-04-09
11,England,ENG,1142.0,1133.0,0.0,UEFA,2008-03-12
11,England,ENG,1133.0,1113.0,1.0,UEFA,2008-02-13
12,England,ENG,1113.0,1113.0,0.0,UEFA,2008-01-16
12,England,ENG,1113.0,1113.0,0.0,UEFA,2007-12-17
12,England,ENG,1113.0,1137.0,-1.0,UEFA,2007-11-22
11,England,ENG,1137.0,1165.0,-2.0,UEFA,2007-10-24
9,England,ENG,1165.0,1091.0,3.0,UEFA,2007-09-19
12,England,ENG,1091.0,1097.0,0.0,UEFA,2007-08-22
12,England,ENG,1097.0,1240.0,-4.0,UEFA,2007-07-18
8,England,ENG,1240.0,1278.0,0.0,UEFA,2007-06-13
8,England,ENG,1278.0,1278.0,0.0,UEFA,2007-05-16
8,England,ENG,1278.0,1339.0,-2.0,UEFA,2007-04-18
6,England,ENG,1339.0,1330.0,0.0,UEFA,2007-03-14
6,England,ENG,1330.0,1359.0,0.0,UEFA,2007-02-14
6,England,ENG,1359.0,1359.0,-1.0,UEFA,2007-01-17
5,England,ENG,1359.0,1359.0,0.0,UEFA,2006-12-18
5,England,ENG,1359.0,1370.0,0.0,UEFA,2006-11-22
5,England,ENG,1370.0,1477.0,-1.0,UEFA,2006-10-18
4,England,ENG,1477.0,1434.0,1.0,UEFA,2006-09-13
5,England,ENG,1434.0,1434.0,0.0,UEFA,2006-08-16
5,England,ENG,1434.0,741.0,5.0,UEFA,2006-07-12
10,England,ENG,741.0,744.0,0.0,UEFA,2006-05-17
10,England,ENG,744.0,756.0,-1.0,UEFA,2006-04-19
9,England,ENG,756.0,758.0,0.0,UEFA,2006-03-15
9,England,ENG,758.0,757.0,0.0,UEFA,2006-02-15
9,England,ENG,757.0,757.0,0.0,UEFA,2006-01-18
9,England,ENG,757.0,757.0,0.0,UEFA,2005-12-16
9,England,ENG,757.0,754.0,0.0,UEFA,2005-11-21
9,England,ENG,754.0,738.0,2.0,UEFA,2005-10-17
11,England,ENG,738.0,743.0,-4.0,UEFA,2005-09-12
7,England,ENG,743.0,744.0,1.0,UEFA,2005-08-17
8,England,ENG,744.0,757.0,-1.0,UEFA,2005-07-20
7,England,ENG,757.0,754.0,-1.0,UEFA,2005-06-15
6,England,ENG,754.0,757.0,0.0,UEFA,2005-05-18
6,England,ENG,757.0,746.0,2.0,UEFA,2005-04-20
8,England,ENG,746.0,749.0,0.0,UEFA,2005-03-23
8,England,ENG,749.0,751.0,0.0,UEFA,2005-02-16
8,England,ENG,751.0,752.0,0.0,UEFA,2005-01-19
8,England,ENG,752.0,752.0,-1.0,UEFA,2004-12-20
7,England,ENG,752.0,739.0,0.0,UEFA,2004-11-10
7,England,ENG,739.0,732.0,0.0,UEFA,2004-10-06
7,England,ENG,732.0,732.0,0.0,UEFA,2004-09-01
7,England,ENG,732.0,733.0,1.0,UEFA,2004-08-04
8,England,ENG,733.0,711.0,5.0,UEFA,2004-07-07
13,England,ENG,711.0,714.0,-1.0,UEFA,2004-06-09
12,England,ENG,714.0,724.0,-2.0,UEFA,2004-05-12
10,England,ENG,724.0,735.0,-4.0,UEFA,2004-04-14
6,England,ENG,735.0,740.0,1.0,UEFA,2004-03-17
7,England,ENG,740.0,738.0,1.0,UEFA,2004-02-18
8,England,ENG,738.0,738.0,0.0,UEFA,2004-01-14
8,England,ENG,738.0,738.0,0.0,UEFA,2003-12-15
8,England,ENG,738.0,745.0,-2.0,UEFA,2003-11-19
6,England,ENG,745.0,745.0,0.0,UEFA,2003-10-22
6,England,ENG,745.0,733.0,2.0,UEFA,2003-09-24
8,England,ENG,733.0,726.0,2.0,UEFA,2003-08-27
10,England,ENG,726.0,727.0,-2.0,UEFA,2003-07-30
8,England,ENG,727.0,739.0,-1.0,UEFA,2003-06-25
7,England,ENG,739.0,742.0,0.0,UEFA,2003-05-21
7,England,ENG,742.0,725.0,2.0,UEFA,2003-04-23
9,England,ENG,725.0,731.0,-1.0,UEFA,2003-03-26
8,England,ENG,731.0,734.0,0.0,UEFA,2003-02-19
8,England,ENG,734.0,734.0,-1.0,UEFA,2003-01-15
7,England,ENG,734.0,734.0,-1.0,UEFA,2002-12-18
6,England,ENG,734.0,731.0,0.0,UEFA,2002-11-20
6,England,ENG,731.0,718.0,3.0,UEFA,2002-10-23
9,England,ENG,718.0,728.0,-2.0,UEFA,2002-09-18
7,England,ENG,728.0,728.0,1.0,UEFA,2002-08-14
8,England,ENG,728.0,694.0,4.0,UEFA,2002-07-03
12,England,ENG,694.0,698.0,-1.0,UEFA,2002-05-15
11,England,ENG,698.0,704.0,1.0,UEFA,2002-04-17
12,England,ENG,704.0,709.0,-2.0,UEFA,2002-03-20
10,England,ENG,709.0,712.0,0.0,UEFA,2002-02-13
10,England,ENG,712.0,712.0,0.0,UEFA,2002-01-16
10,England,ENG,712.0,712.0,0.0,UEFA,2001-12-19
10,England,ENG,712.0,716.0,-1.0,UEFA,2001-11-21
9,England,ENG,716.0,712.0,0.0,UEFA,2001-10-17
9,England,ENG,712.0,675.0,6.0,UEFA,2001-09-19
15,England,ENG,675.0,682.0,0.0,UEFA,2001-08-22
15,England,ENG,682.0,693.0,-2.0,UEFA,2001-07-18
13,England,ENG,693.0,673.0,1.0,UEFA,2001-06-20
14,England,ENG,673.0,677.0,0.0,UEFA,2001-05-16
14,England,ENG,677.0,659.0,2.0,UEFA,2001-04-11
16,England,ENG,659.0,655.0,1.0,UEFA,2001-03-14
17,England,ENG,655.0,657.0,0.0,UEFA,2001-02-14
17,England,ENG,657.0,657.0,0.0,UEFA,2001-01-17
17,England,ENG,657.0,667.0,-1.0,UEFA,2000-12-20
16,England,ENG,667.0,672.0,-1.0,UEFA,2000-11-15
15,England,ENG,672.0,682.0,-1.0,UEFA,2000-10-11
14,England,ENG,682.0,689.0,-1.0,UEFA,2000-09-06
13,England,ENG,689.0,691.0,2.0,UEFA,2000-08-09
15,England,ENG,691.0,682.0,-3.0,UEFA,2000-07-05
12,England,ENG,682.0,678.0,0.0,UEFA,2000-06-07
12,England,ENG,678.0,682.0,1.0,UEFA,2000-05-10
13,England,ENG,682.0,693.0,-2.0,UEFA,2000-04-12
11,England,ENG,693.0,698.0,0.0,UEFA,2000-03-15
11,England,ENG,698.0,695.0,1.0,UEFA,2000-02-16
12,England,ENG,695.0,695.0,0.0,UEFA,2000-01-19
12,England,ENG,695.0,703.0,-1.0,UEFA,1999-12-22
11,England,ENG,703.0,688.0,1.0,UEFA,1999-11-17
12,England,ENG,688.0,683.0,0.0,UEFA,1999-10-13
12,England,ENG,683.0,665.0,2.0,UEFA,1999-09-15
14,England,ENG,665.0,672.0,0.0,UEFA,1999-08-18
14,England,ENG,672.0,684.0,-1.0,UEFA,1999-07-21
13,England,ENG,684.0,695.0,-2.0,UEFA,1999-06-16
11,England,ENG,695.0,700.0,-1.0,UEFA,1999-05-19
10,England,ENG,700.0,693.0,1.0,UEFA,1999-04-21
11,England,ENG,693.0,695.0,0.0,UEFA,1999-03-24
11,England,ENG,695.0,697.0,0.0,UEFA,1999-02-24
11,England,ENG,697.0,63.0,-2.0,UEFA,1999-01-27
9,England,ENG,63.0,62.0,2.0,UEFA,1998-12-23
11,England,ENG,62.0,62.0,-1.0,UEFA,1998-11-18
10,England,ENG,62.0,61.0,1.0,UEFA,1998-10-21
11,England,ENG,61.0,63.0,-1.0,UEFA,1998-09-16
10,England,ENG,63.0,63.0,0.0,UEFA,1998-08-19
10,England,ENG,63.0,60.0,-5.0,UEFA,1998-07-15
5,England,ENG,60.0,59.0,0.0,UEFA,1998-05-20
5,England,ENG,59.0,61.0,0.0,UEFA,1998-04-22
5,England,ENG,61.0,61.0,0.0,UEFA,1998-03-18
5,England,ENG,61.0,61.0,-1.0,UEFA,1998-02-18
4,England,ENG,61.0,61.0,2.0,UEFA,1997-12-23
6,England,ENG,61.0,61.0,1.0,UEFA,1997-11-19
7,England,ENG,61.0,61.0,0.0,UEFA,1997-10-17
7,England,ENG,61.0,60.0,0.0,UEFA,1997-09-17
7,England,ENG,60.0,60.0,1.0,UEFA,1997-08-20
8,England,ENG,60.0,60.0,-1.0,UEFA,1997-07-16
7,England,ENG,60.0,57.0,6.0,UEFA,1997-06-18
13,England,ENG,57.0,56.0,1.0,UEFA,1997-05-14
14,England,ENG,56.0,56.0,-2.0,UEFA,1997-04-09
12,England,ENG,56.0,56.0,0.0,UEFA,1997-02-27
12,England,ENG,56.0,56.0,0.0,UEFA,1996-12-18
12,England,ENG,56.0,56.0,0.0,UEFA,1996-11-20
12,England,ENG,56.0,56.0,0.0,UEFA,1996-10-23
12,England,ENG,56.0,55.0,1.0,UEFA,1996-09-25
13,England,ENG,55.0,55.0,0.0,UEFA,1996-08-28
13,England,ENG,55.0,49.0,11.0,UEFA,1996-07-03
24,England,ENG,49.0,49.0,-1.0,UEFA,1996-05-22
23,England,ENG,49.0,48.0,4.0,UEFA,1996-04-24
27,England,ENG,48.0,49.0,-3.0,UEFA,1996-02-21
24,England,ENG,49.0,49.0,-3.0,UEFA,1996-01-24
21,England,ENG,49.0,50.0,-1.0,UEFA,1995-12-19
20,England,ENG,50.0,48.0,2.0,UEFA,1995-11-21
22,England,ENG,48.0,51.0,-4.0,UEFA,1995-10-17
18,England,ENG,51.0,49.0,4.0,UEFA,1995-09-19
22,England,ENG,49.0,49.0,0.0,UEFA,1995-08-22
22,England,ENG,49.0,47.0,0.0,UEFA,1995-07-25
22,England,ENG,47.0,49.0,-1.0,UEFA,1995-06-13
21,England,ENG,49.0,50.0,-1.0,UEFA,1995-05-16
20,England,ENG,50.0,52.0,0.0,UEFA,1995-04-19
20,England,ENG,52.0,52.0,-2.0,UEFA,1995-02-20
18,England,ENG,52.0,53.0,-2.0,UEFA,1994-12-20
16,England,ENG,53.0,52.0,1.0,UEFA,1994-11-22
17,England,ENG,52.0,51.0,1.0,UEFA,1994-10-25
18,England,ENG,51.0,52.0,0.0,UEFA,1994-09-13
18,England,ENG,52.0,52.0,-3.0,UEFA,1994-07-21
15,England,ENG,52.0,50.0,0.0,UEFA,1994-06-14
15,England,ENG,50.0,51.0,1.0,UEFA,1994-05-17
16,England,ENG,51.0,54.0,-4.0,UEFA,1994-04-19
12,England,ENG,54.0,54.0,0.0,UEFA,1994-03-15
12,England,ENG,54.0,54.0,-1.0,UEFA,1994-02-15
11,England,ENG,54.0,56.0,-3.0,UEFA,1993-12-23
8,England,ENG,56.0,55.0,2.0,UEFA,1993-11-19
10,England,ENG,55.0,56.0,-5.0,UEFA,1993-10-22
5,England,ENG,56.0,53.0,6.0,UEFA,1993-09-23
11,England,ENG,53.0,55.0,-6.0,UEFA,1993-08-08
5,England,ENG,55.0,0.0,,UEFA,1992-12-31
11,Croatia,CRO,1717.07,1716.88,0.0,UEFA,2026-04-01
11,Croatia,CRO,1716.88,1716.88,-1.0,UEFA,2026-01-19
10,Croatia,CRO,1716.88,1716.88,0.0,UEFA,2025-12-22
10,Croatia,CRO,1716.88,1710.15,1.0,UEFA,2025-11-19
11,Croatia,CRO,1710.15,1714.2,-2.0,UEFA,2025-10-17
9,Croatia,CRO,1714.2,1707.51,1.0,UEFA,2025-09-18
10,Croatia,CRO,1707.51,1698.66,1.0,UEFA,2025-07-10
11,Croatia,CRO,1698.66,1691.59,2.0,UEFA,2025-04-03
13,Croatia,CRO,1691.59,1691.59,0.0,UEFA,2024-12-19
13,Croatia,CRO,1691.59,1701.36,-1.0,UEFA,2024-11-28
12,Croatia,CRO,1701.36,1699.6,0.0,UEFA,2024-10-24
12,Croatia,CRO,1699.6,1701.31,0.0,UEFA,2024-09-19
12,Croatia,CRO,1701.31,1728.3,-3.0,UEFA,2024-07-18
